Item Title,Publication Title,Book Series Title,Journal Volume,Journal Issue,Item DOI,Authors,Publication Year,URL,Content Type
"Hydrocarbon generation and expulsion of Campanian Galhak shale, Rawat Central sub-basin, Sudan: implications from 1D basin modelling study",Arabian Journal of Geosciences,,,,10.1007/s12517-024-11855-1,Anas Mohamed Abaker BabaiOlugbenga Ajayi EhinolaOmer Ibrahim Mohamed Fadul Abul Gebbayin,2024,https://link.springer.com/article/10.1007/s12517-024-11855-1,Article
Experimental investigation of the adsorption potential of pomegranate peel for hydrocarbon and non-hydrocarbon gases,Biomass Conversion and Biorefinery,,,,10.1007/s13399-024-06360-0,Mohammad JamshidnejadIman Abasali,2024,https://link.springer.com/article/10.1007/s13399-024-06360-0,Article
Hydrocarbon Source Rocks,Basics of Petroleum Geochemistry,,,,10.1007/978-3-031-86938-9_1,Majid Alipour,2025,https://link.springer.com/chapter/10.1007/978-3-031-86938-9_1,Chapter
Evaluation of uranium migration during the maturation of hydrocarbon source rocks,Scientific Reports,,,,10.1038/s41598-024-75930-z,Junxian WangZiying LiFeng HeFengtian BaiLinfei QiuJian GuoChuang Zhang,2024,https://link.springer.com/article/10.1038/s41598-024-75930-z,Article
Spectral narratives of microstructural restyling and their controls on hydrocarbon generation potential from coal,International Journal of Coal Science & Technology,,,,10.1007/s40789-023-00591-8,Tushar AdsulSantanu GhoshAnwita OjhaSudip BhattacharyyaAtul Kumar Varma,2023,https://link.springer.com/article/10.1007/s40789-023-00591-8,Article
Directed evolution of hydrocarbon-producing enzymes,Biotechnology for Biofuels and Bioproducts,,,,10.1186/s13068-025-02689-4,Jochem R. NielsenJoseph KennerleyWei E. Huang,2025,https://link.springer.com/article/10.1186/s13068-025-02689-4,Article
"Arctic's hidden hydrocarbon degradation microbes: investigating the effects of hydrocarbon contamination, biostimulation, and a surface washing agent on microbial communities and hydrocarbon biodegradation pathways in high-Arctic beaches",Environmental Microbiome,,,,10.1186/s40793-024-00626-w,Ya-Jou ChenIanina AltshulerNastasia J. FreyriaAntoine LiretteEsteban GóngoraCharles W. GreerLyle G. Whyte,2024,https://link.springer.com/article/10.1186/s40793-024-00626-w,Article
Geotectonic Aspects of the Hydrocarbon Gas Distribution and Hydrocarbon Potential of the Pereyaslavsky Graben in the Middle Amur Sedimentary Basin,Russian Journal of Pacific Geology,,,,10.1134/S1819714025700289,E. P. RazvozzhaevaA. I. GresovA. V. YatsukP. N. ProkhorovaD. A. Shvalov,2025,https://link.springer.com/article/10.1134/S1819714025700289,Article
Tectonics and Structural Geology of&#xa0;Hydrocarbon Traps,Palynofacies and Petroleum Migration Style of Inland Anambra Basin Nigeria,,,,10.1007/978-3-031-86716-3_5,Kachikwulu Kingsley Okeke,2025,https://link.springer.com/chapter/10.1007/978-3-031-86716-3_5,Chapter
Hydrocarbon Generation Centers in the Meso-Cenozoic Complex of the Black Sea-Caspian Region,"Recent Research on Sedimentology, Stratigraphy, Paleontology, Geochemistry, Volcanology, Tectonics, and Petroleum Geology",,,,10.1007/978-3-031-48758-3_56,Rustam MustaevVagif KerimovElena LavrenovaUliana Serikova,2024,https://link.springer.com/chapter/10.1007/978-3-031-48758-3_56,Conference paper
Formation and evolution of overpressure and its control on hydrocarbon accumulation in the Yinggehai Basin,Science China Earth Sciences,,,,10.1007/s11430-024-1577-4,Lu YangLin HuGaowei HuYazhen ZhangJinqiang TianFang HaoZonglin HeYue XueXuezhe LiZiqi FengChunlei LiBaibing Yang,2025,https://link.springer.com/article/10.1007/s11430-024-1577-4,Article
Geochemical and mineralogical characterization of Carboniferous-Triassic shales in Peninsular Malaysia: implications for hydrocarbon potential and depositional model,Carbonates and Evaporites,,,,10.1007/s13146-025-01108-x,Alidu RashidNumair Ahmed SiddiquiAbdul Halim Abdul LatiffNisar AhmedMaqsood AhmadMuhammad JamilSohag AliMd. Mahmodul Islam,2025,https://link.springer.com/article/10.1007/s13146-025-01108-x,Article
"Organic matter characteristics and hydrocarbon generation potential of the Middle Jurassic–Lower Cretaceous succession in the Mesopotamian Foredeep Basin, Iraq",International Journal of Earth Sciences,,,,10.1007/s00531-024-02434-6,Abbas F. GharibJan Ibrahim IsmaelRadhwan K. AlatrosheHawazen N. FarhanMohamed I. Abdel-FattahJohn D. Pigott,2024,https://link.springer.com/article/10.1007/s00531-024-02434-6,Article
Thoughts and Methods of Theoretical Research on Hydrocarbon Generation of Lacustrine Source Rocks in China,Theory and Simulation Experimental Technology of Oil Generation From Nonmarine Source Rocks in China,,,,10.1007/978-981-96-3145-2_2,Defan GuanZhongliang MaYongqiang Zhao,2025,https://link.springer.com/chapter/10.1007/978-981-96-3145-2_2,Chapter
"Unique bimodal oil generation of alkaline-saline lacustrine source rock: Evidences, model and mechanism of organic-inorganic interactions",Science China Earth Sciences,,,,10.1007/s11430-024-1525-0,Jian CaoRuijie ZhangDongming ZhiYong TangLiuwen XiaWenjun He,2025,https://link.springer.com/article/10.1007/s11430-024-1525-0,Article
A theory of multi-spheric interaction-driven hydrocarbon formation and enrichment,Science China Earth Sciences,,,,10.1007/s11430-025-1617-y,Rixiang ZhuWang ZhangHuajian WangJilei LiQingyang HuLiang ZhaoXiaomei WangShuichang ZhangFang HaoZhijun Jin,2025,https://link.springer.com/article/10.1007/s11430-025-1617-y,Article
Dynamics of direct hydrocarbon PEM fuel cells,Scientific Reports,,,,10.1038/s41598-024-68832-7,Eugene H. KongFares MaimaniG. K. Surya PrakashP. D. Ronney,2024,https://link.springer.com/article/10.1038/s41598-024-68832-7,Article
Advanced Waste Management Technique for Liquid Hydrocarbon Waste,Environmental Hydrocarbon Pollution and Zero Waste Approach Towards a Sustainable Waste Management,,,,10.1007/978-3-031-81615-4_4,B. ThirumalaiyammalP. F. Steffi,2025,https://link.springer.com/chapter/10.1007/978-3-031-81615-4_4,Chapter
Genesis of Deep Abiogenic Hydrocarbon Systems,Chemistry and Technology of Fuels and Oils,,,,10.1007/s10553-024-01704-y,M. A. Lur’e,2024,https://link.springer.com/article/10.1007/s10553-024-01704-y,Article
Relationship Between Igneous Rocks and Hydrocarbon Accumulation,Proceedings of the International Field Exploration and Development Conference 2023,,,,10.1007/978-981-97-0464-4_24,Ya-ming Liu,2024,https://link.springer.com/chapter/10.1007/978-981-97-0464-4_24,Conference paper
"Hydrocarbon generation history in the Chagan Depression, Inner Mongolia, northern China: constraints of hydrocarbon generation kinetics and thermal history",Arabian Journal of Geosciences,,,,10.1007/s12517-021-09403-2,Meihua YangYinhui ZuoKangnan YanYongshui ZhouXuejun WangChangchun LiZiyun Zheng,2021,https://link.springer.com/article/10.1007/s12517-021-09403-2,Article
Risk analysis of isoparaffins as hydrocarbon solvent in ultrasonic cleaning,Journal of Thermal Analysis and Calorimetry,,,,10.1007/s10973-025-14704-9,Chun-Yen TsengYu-Chi ChengWei-Chun Chen,2025,https://link.springer.com/article/10.1007/s10973-025-14704-9,Article
Influence of hydrogen fugacity on thermal transformation of sedimentary organic matter: Implications for hydrocarbon generation in the ultra-depth,Science China Earth Sciences,,,,10.1007/s11430-022-9957-y,Jia WuFujia JiYuan WangBernhard M. KroossKun HeXiao JinQingyong LuoYanan YangNingning Zhong,2022,https://link.springer.com/article/10.1007/s11430-022-9957-y,Article
On the Issue of Reservoir Densification and Hydrocarbon Accumulation in Oil and Gas Fields,Chemistry and Technology of Fuels and Oils,,,,10.1007/s10553-025-01925-9,Yun Li,2025,https://link.springer.com/article/10.1007/s10553-025-01925-9,Article
"Visual kerogen typing and palynofacies analysis of Pangarawe, Karoo Section of Tanga Basin, Tanzania: Implications for depositional environment and hydrocarbon potential",Journal of Earth System Science,,,,10.1007/s12040-025-02607-0,Rachel Sabuni,2025,https://link.springer.com/article/10.1007/s12040-025-02607-0,Article
"The Characteristics of Hydrocarbon Accumulation and Exploration Direction in the Santos Basin, Brazil",Proceedings of the International Field Exploration and Development Conference 2024,,,,10.1007/978-981-96-2706-6_36,Ya-ming Liu,2025,https://link.springer.com/chapter/10.1007/978-981-96-2706-6_36,Conference paper
Multidimensional geophysical insights into hydrocarbon prospectivity in structurally complex fold-and-thrust belt system,Journal of Earth System Science,,,,10.1007/s12040-025-02580-8,Muhammad IdreesUmair KhanShafqat HussainZhongsheng Li,2025,https://link.springer.com/article/10.1007/s12040-025-02580-8,Article
"Hydrocarbon Source and Relationship between Hydrocarbon Charging Process and Reservoir Tight Period of the Denglouku Formation Tight Sandstone Gas Reservoirs in the Xujiaweizi Fault Depression, Songliao Basin",Natural Resources Research,,,,10.1007/s11053-024-10359-9,Huan MiaoZhenxue JiangJiaming LuChengju ZhangLidong ShiLidong SunLiang YangPeng Shang,2024,https://link.springer.com/article/10.1007/s11053-024-10359-9,Article
Geology and Hydrocarbon Potential of the Astrakhan Arc Subsalt Deposits in the Caspian Petroleum Province: Results of Comprehensive Study,Geotectonics,,,,10.1134/S0016852124700377,Yu. A. VolozhL. A. AbukovaM. P. AntipovA. Yu. KomarovO. I. MerkulovI. S. PatinaV. V. RybalchenkoD. A. SoinI. A. Titarenko,2024,https://link.springer.com/article/10.1134/S0016852124700377,Article
Hydrocarbon microseepage-based remote sensing analysis in the Biru Basin-China,Discover Applied Sciences,,,,10.1007/s42452-025-07645-3,Jindong CuiHui Xu,2025,https://link.springer.com/article/10.1007/s42452-025-07645-3,Article
Evolution Characteristics of Hydrocarbon Generation and Expulsion of Different Types of Organic Matter-Take Beier Sag in Hailaer Basin as Example,Proceedings of the International Field Exploration and Development Conference 2023,,,,10.1007/978-981-97-0464-4_46,Yan-shuang JiaWei JinYan-bing GaoFan ZhangChun-long XuWan-xia SiGe Jiang,2024,https://link.springer.com/chapter/10.1007/978-981-97-0464-4_46,Conference paper
Generation Potential of the Lower Pliocene Deposits and Its Importance (Contribution) to Hydrocarbon Generation in the South Caspian Basin,Pliocene Hydrocarbon Sedimentary Series of Azerbaijan,,,,10.1007/978-3-031-50438-9_10,Akif AlizadehIbrahim GuliyevParviz MamedovElmira AliyevaAkper FeyzullayevDadash HuseynovLev Eppelbaum,2024,https://link.springer.com/chapter/10.1007/978-3-031-50438-9_10,Chapter
Methanogenesis coupled hydrocarbon biodegradation enhanced by ferric and sulphate ions,Applied Microbiology and Biotechnology,,,,10.1007/s00253-024-13278-0,Krisztián LacziAttila BodorTamás KovácsBalázs MagyarKatalin PereiGábor Rákhely,2024,https://link.springer.com/article/10.1007/s00253-024-13278-0,Article
"Environmental Hydrocarbon Pollutants: Sources, Transport, and Effect on Human Health",Environmental Hydrocarbon Pollution and Zero Waste Approach Towards a Sustainable Waste Management,,,,10.1007/978-3-031-81615-4_2,Madhusmita MohantyJyotirmoyee MohantySailaja PriyadarsiniJoan Manuel Rodríguez-DíazShalini YadavMarina M. S. Cabral-PintoHarjeet NathDeo Karan RamG. Koteswara ReddyAlok Prasad Das,2025,https://link.springer.com/chapter/10.1007/978-3-031-81615-4_2,Chapter
Bioremediation Strategies Against Hydrocarbon Wastes and Synthesis of Novel Recycled Products,Environmental Hydrocarbon Pollution and Zero Waste Approach Towards a Sustainable Waste Management,,,,10.1007/978-3-031-81615-4_12,Snigdha GhoshSnehanjana PatraPriyanka Jha,2025,https://link.springer.com/chapter/10.1007/978-3-031-81615-4_12,Chapter
"Source Rock Characterization for the Hydrocarbon Generative Potential and Thermal Maturity of Carboniferous Strata in the Tendrara–Missour Basin, Northeastern Morocco",Petroleum Chemistry,,,,10.1134/S0965544124602540,Achour MargoumYoussef ElbouazaouiMohammed Et-TouhamiRabah BouchtaAbdelwahid Chakor Alami,2025,https://link.springer.com/article/10.1134/S0965544124602540,Article
"Organic richness and maturity modeling of cretaceous age Chichali shales for enhanced hydrocarbon exploration in Punjab platform, Pakistan",Journal of Petroleum Exploration and Production Technology,,,,10.1007/s13202-024-01856-x,Qadeer AhmadMuhammad Iqbal HajanaShamshad Akhtar,2024,https://link.springer.com/article/10.1007/s13202-024-01856-x,Article
Plate drift velocity controls on the levels of hydrocarbon source rock development taking the palaeozoic as an example,Scientific Reports,,,,10.1038/s41598-025-01366-8,Yuan ZhuangFengli YangMingchen XuPanpan HuXin Liao,2025,https://link.springer.com/article/10.1038/s41598-025-01366-8,Article
"Characterization of hydrocarbon bearing proterozoic reservoir of Vindhyan Basin, India",Environmental Earth Sciences,,,,10.1007/s12665-025-12089-4,Rajesh PandeySanjay Ojha,2025,https://link.springer.com/article/10.1007/s12665-025-12089-4,Article
Microbial Responses to Hydrocarbon Contamination and Its Bioremediation,Mineral Transformation and Bioremediation by Geo-Microbes,,,,10.1007/978-981-96-3033-2_22,Susmita PaulBirson IngtiDipayan DasSanta Ram Joshi,2025,https://link.springer.com/chapter/10.1007/978-981-96-3033-2_22,Chapter
"Geochemical characteristic of different-lithofacies source rocks and its implications for ultradeep hydrocarbon exploration in the lower cambrian Yuertus formation, Tarim basin",Scientific Reports,,,,10.1038/s41598-025-09636-1,Qianghao ZengTaohua HeYa ZhaoKe ZhangZhigang WenYaohui XuJiayi HeWeichao TianShuangfang LuWangming ChengZhou XieKaiwen XueChangjun Ji,2025,https://link.springer.com/article/10.1038/s41598-025-09636-1,Article
Lacustrine Source Rock Oil Generation Simulation Experiment Method,Theory and Simulation Experimental Technology of Oil Generation From Nonmarine Source Rocks in China,,,,10.1007/978-981-96-3145-2_12,Defan GuanZhongliang MaYongqiang Zhao,2025,https://link.springer.com/chapter/10.1007/978-981-96-3145-2_12,Chapter
Hydrocarbon prospectivity of the South Atlantic Orange Basin,Journal of Sedimentary Environments,,,,10.1007/s43217-024-00198-2,Nura Abdulmumini YelwaKhairul Azlan MustaphaMimonitu OpuwariS. M. Talha QadriKimon Christanis,2024,https://link.springer.com/article/10.1007/s43217-024-00198-2,Article
A novel in vivo adjuvant activity of hydrocarbon isolated from Hippophae rhamnoides,Inflammopharmacology,,,,10.1007/s10787-025-01825-8,Himanshi TanwarShruti ShuklaLilly Ganju,2025,https://link.springer.com/article/10.1007/s10787-025-01825-8,Article
Plasma technology for producing hydrogen and carbon black from hydrocarbon gases,Thermophysics and Aeromechanics,,,,10.1134/S086986432403017X,V. E. MesserleA. B. Ustimenko,2024,https://link.springer.com/article/10.1134/S086986432403017X,Article
Performance analysis of hydrocarbon compressor based refrigeration system using nano-oils and hydrocarbon refrigerant,Sādhanā,,,,10.1007/s12046-024-02653-2,Navdeep KumarPardeep KumarKhushdeep Goyal,2025,https://link.springer.com/article/10.1007/s12046-024-02653-2,Article
Kinetics of Hydrocarbon Formation in the Sedimentary Cover of a Subducting Plate,Geochemistry International,,,,10.1134/S0016702924601190,D. A. Bushnev,2025,https://link.springer.com/article/10.1134/S0016702924601190,Article
Formation environment and hydrocarbon potential of the Paleogene Enping Formation coal measures in the Zhu I Depression of northern South China Sea,Acta Oceanologica Sinica,,,,10.1007/s13131-024-2333-8,Yuting YinLei LanDongdong WangYing ChenYan LiuYouchuan LiZengxue LiJiamin Liu,2024,https://link.springer.com/article/10.1007/s13131-024-2333-8,Article
"Depositional paleoenvironment and palynological studies on Permian Karoo hydrocarbon source rocks of Siamwiinga and Sianyolo, mid-Zambezi Basin, Zambia",Discover Geoscience,,,,10.1007/s44288-025-00193-8,Godfrey Peter MweembaOlubunmi Christopher AdeigbeMarion Kathaleen BamfordAngela Charles EffiomGilbert Mbzighaa Chongwain,2025,https://link.springer.com/article/10.1007/s44288-025-00193-8,Article
"Impact of microorganism degradation on hydrocarbon generation of source rocks: A case study of the Bozhong Sag, Bohai Bay Basin",Acta Oceanologica Sinica,,,,10.1007/s13131-023-2177-7,Wei LiYufei GaoYouchuan Li,2023,https://link.springer.com/article/10.1007/s13131-023-2177-7,Article
Perovskite-driven solar C<sub>2</sub> hydrocarbon synthesis from CO<sub>2</sub>,Nature Catalysis,,,,10.1038/s41929-025-01292-y,Virgil AndreiInwhan RohJia-An LinJoshua LeeYu ShanChung-Kuan LinSteve SheltonErwin ReisnerPeidong Yang,2025,https://link.springer.com/article/10.1038/s41929-025-01292-y,Article
Regulatory Framework and Policies to Achieve Zero Hydrocarbon Waste Management Through Circular Economy,Environmental Hydrocarbon Pollution and Zero Waste Approach Towards a Sustainable Waste Management,,,,10.1007/978-3-031-81615-4_16,Aishwarya SahuLaxmi Priya SwainIpsita Dipamitra BeheraGeetanjali Basak,2025,https://link.springer.com/chapter/10.1007/978-3-031-81615-4_16,Chapter
The aryl hydrocarbon receptor: a new frontier in male reproductive system,Reproductive Biology and Endocrinology,,,,10.1186/s12958-025-01401-3,Ghadeer BustaniHasan AlghetaaAmira MohammedMitzi NagarkattiPrakash Nagarkatti,2025,https://link.springer.com/article/10.1186/s12958-025-01401-3,Article
Lacustrine Source Rock Petroleum Generation Simulation Instrument,Theory and Simulation Experimental Technology of Oil Generation From Nonmarine Source Rocks in China,,,,10.1007/978-981-96-3145-2_11,Defan GuanZhongliang MaYongqiang Zhao,2025,https://link.springer.com/chapter/10.1007/978-981-96-3145-2_11,Chapter
"Petroleum system and hydrocarbon potential of the Kolmani Basin, Northeast Nigeria",Journal of Sedimentary Environments,,,,10.1007/s43217-023-00162-6,Chekwube Nnamdi DidiOlawale Olakunle OsinowoOkey Eliseus AkpunonuOsmond Ikechukwu Nwali,2024,https://link.springer.com/article/10.1007/s43217-023-00162-6,Article
"Organic geochemical and petrological investigations of the upper miocene bongaya formation in the pitas, onshore sabah basin, and its relevance for hydrocarbon potential",Journal of Petroleum Exploration and Production Technology,,,,10.1007/s13202-024-01843-2,Nor Aainaa Farhana AzamKhairul Azlan MustaphaMohammed Hail Hakimi,2024,https://link.springer.com/article/10.1007/s13202-024-01843-2,Article
The phase of extension and inversion in the Bongor Basin and its impact on the hydrocarbon accumulation,Geosciences Journal,,,,10.1007/s12303-025-00055-y,Ying JiaMinqiang JiaHakro Ahmed SuhailHong LiuYadi WangYingxiao WangHao Liu,2025,https://link.springer.com/article/10.1007/s12303-025-00055-y,Article
Sustainable Technologies in the Development of Novel Processes and Products from Environmental Hydrocarbon Pollutants,Environmental Hydrocarbon Pollution and Zero Waste Approach Towards a Sustainable Waste Management,,,,10.1007/978-3-031-81615-4_10,Deeptimayee PalSujit Sen,2025,https://link.springer.com/chapter/10.1007/978-3-031-81615-4_10,Chapter
Unconventional low temperature decomposition of a saturated hydrocarbon over atomically-dispersed titanium-aluminum-boron catalyst,Nature Communications,,,,10.1038/s41467-025-62112-2,Souvick BiswasJack CokasWinston GeeDababrata PaulNureshan DiasHarry W. T. MorganMatthew T. FinnBethany M. HudakPerrin M. GodboldChristopher A. KlugAlbert EpshteynAnastassia N. AlexandrovaMusahid AhmedRalf I. Kaiser,2025,https://link.springer.com/article/10.1038/s41467-025-62112-2,Article
"Hydrocarbon prospective study using seismic inversion and rock physics in an offshore field, Niger Delta",Discover Geoscience,,,,10.1007/s44288-024-00030-4,Ayodele O. FaladeJohn O. AmigunOlubola Abiola,2024,https://link.springer.com/article/10.1007/s44288-024-00030-4,Article
"Facies distribution, paleoenvironment and hydrocarbon potential of Kanawa Member of Pindiga Formation, Gongola Basin, Northern Benue Trough, Nigeria",Discover Geoscience,,,,10.1007/s44288-024-00052-y,Muhammad Bello HamisBabangida M. Sarki YandokaMusa Bappah Usman,2024,https://link.springer.com/article/10.1007/s44288-024-00052-y,Article
Reservoir properties of fine-grained clastic interval and its control on hydrocarbon accumulation: a case study of Hetaoyuan formation,Carbonates and Evaporites,,,,10.1007/s13146-025-01160-7,Huan WangFang ShenYunfei FengYingwei Di,2025,https://link.springer.com/article/10.1007/s13146-025-01160-7,Article
Estimating Contaminated Soil Volumes Using a Generative Neural Network: A Hydrocarbon Case in France,Mathematical Geosciences,,,,10.1007/s11004-025-10193-6,Herbert RakotonirinaPaul HoneineOlivier AtteiaAntonin Van Exem,2025,https://link.springer.com/article/10.1007/s11004-025-10193-6,Article
Multi-spheric interactions driven differential formation and accumulation of hydrocarbon resources in the North Sea Basin,Science China Earth Sciences,,,,10.1007/s11430-024-1421-8,Rixiang ZhuShuichang ZhangHuajian WangXiaomei WangYuke LiuWang ZhangFang HaoZhijun Jin,2024,https://link.springer.com/article/10.1007/s11430-024-1421-8,Article
Three strategy rules of filamentous fungi in hydrocarbon remediation: an overview,Biodegradation,,,,10.1007/s10532-024-10086-1,Micheal Helan Soundra RaniRamesh Kumar NandanaAlisha KhatunVelumani BrindhaDurairaj MidhunPonnusamy GowthamSiva Shanmugam Dhanush ManiSivaraman Rathish KumarAnguraj AswiniSugumar Muthukumar,2024,https://link.springer.com/article/10.1007/s10532-024-10086-1,Article
"Geochemical evaluation of the Cenozoic hydrocarbon source rocks in the Eyasi Wembere Basin, Northeast Tanzania",Journal of Sedimentary Environments,,,,10.1007/s43217-025-00243-8,John William GamaEmily Barnabas KiswakaVenance Emmanuel MboyaHabibu Luumi Mamboli Mohamed,2025,https://link.springer.com/article/10.1007/s43217-025-00243-8,Article
Predicting hydrocarbon reservoir quality in deepwater sedimentary systems using sequential deep learning techniques,Geomechanics and Geophysics for Geo-Energy and Geo-Resources,,,,10.1007/s40948-025-01030-5,Xiao HuJun XieXiwei LiJunzheng HanZhengquan ZhaoHamzeh Ghorbani,2025,https://link.springer.com/article/10.1007/s40948-025-01030-5,Article
"Study on Hydrocarbon Generation of Different Types Kerogen Cracking by PY-GC Simulation in Beier Depression, Hailaer Basin",Proceedings of the International Field Exploration and Development Conference 2022,,,,10.1007/978-981-99-1964-2_94,Qiu-li HuoLi FuHua-sen ZengYu-sheng Wang,2023,https://link.springer.com/chapter/10.1007/978-981-99-1964-2_94,Conference paper
Characteristics of Jurassic Fluid Inclusions and Hydrocarbon Accumulation Processes in the Mosowan Area of the Junggar Basin,Proceedings of the International Field Exploration and Development Conference 2024,,,,10.1007/978-981-96-2706-6_3,Zhao-yong PingJun LiTao WuZhi-Wei DuChen-hang XuDe-cheng KongMeng-na ChenXiao-yue YangZhi-han Huang,2025,https://link.springer.com/chapter/10.1007/978-981-96-2706-6_3,Conference paper
"A Quantitative Model of Secondary Pore Evolution for Tight Sandstone Reservoirs and the History of Hydrocarbon Charging: Yingcheng Formation, Lishu Fault Depression, China",Natural Resources Research,,,,10.1007/s11053-025-10551-5,Chenghan ZhouQun LuoZhuo LiZhenxue JiangXianjun RenFaxin Zhou,2025,https://link.springer.com/article/10.1007/s11053-025-10551-5,Article
